dog_type,O,C,E,A,N
Energetic Adventurer,3.362692252971205,2.4583867035514846,2.9129729813979313,2.4153822693428006,2.968941067129098
Energetic Adventurer,3.0903165830181663,1.0634936252104041,4.332220443531114,3.292192728326373,2.8126709815936253
Energetic Adventurer,1.761768766675028,1.0,4.393134822142825,3.4576865860535517,1.0
Energetic Adventurer,3.5002698238483694,1.4737521434825789,5.0,2.6149781882871364,3.3829889847409285
Energetic Adventurer,4.141257140087463,1.0,5.0,3.215396505456288,3.5082686396745895
Energetic Adventurer,5.0,1.0,5.0,2.7125524805996446,3.2873289044030094
Energetic Adventurer,3.954487754698758,1.5757636666019565,4.430167071761241,3.329508735573009,1.4828263033283209
Energetic Adventurer,4.7505791675217655,1.583805595114746,3.869930660959642,2.5499871420041864,4.257149216862572
Energetic Adventurer,3.4646649129837765,2.3584536182096203,4.2690437242845265,3.7579218499236196,3.685507738790204
Energetic Adventurer,5.0,1.8244360545007845,5.0,3.0980675395389445,4.295871781863014
Energetic Adventurer,3.2811676123912696,2.7450053128772813,4.805302703883318,2.935811822891502,3.091752484448373
Energetic Adventurer,4.252240396426678,1.883770956878042,5.0,4.578118057562184,3.9854496856152184
Energetic Adventurer,4.869154592496897,1.5444604739761294,4.110759171771676,3.955300558237753,3.8760467925297943
Energetic Adventurer,5.0,1.3960193740307705,4.770451344639653,1.3605158374745658,2.607528893939127
Energetic Adventurer,4.996570510579447,1.5335046207718022,5.0,2.8094968940021885,3.3240570282215605
Energetic Adventurer,2.8523086101843327,2.085209449633901,2.0088640290992767,2.813103841838015,1.3695267562848599
Energetic Adventurer,5.0,2.777407352764511,5.0,4.52100622715938,2.051083479175163
Energetic Adventurer,5.0,2.9321915642603846,4.7634447127810535,4.135620147182944,1.8937064875883658
Energetic Adventurer,3.1754858384723263,1.3914102767602996,4.471022291935984,1.9434423572397472,4.223083067095325
Energetic Adventurer,3.741145599630168,2.3525049683568797,4.42964863358632,1.1793966994514828,3.270057358391422
Energetic Adventurer,2.087745024580223,1.9313659539145314,3.6316849611671893,4.987275999230808,3.911362722174722
Energetic Adventurer,4.10575379127148,3.2637066776546684,4.153684022534264,3.543479378670093,3.1998104337187137
Energetic Adventurer,4.26402008133367,3.272353500106768,5.0,3.2887236628250234,1.3451125637717039
Energetic Adventurer,3.0399537047205363,1.877291066404276,5.0,1.8697962753260762,5.0
Energetic Adventurer,5.0,2.6021183203924836,5.0,2.7877910300988478,2.0480815399777645
Energetic Adventurer,4.077480518518863,2.2577525401427505,3.7582394245183757,3.3341764172448976,2.8447409511752513
Brainy Pup,3.092192442122609,3.1396149892204983,2.586394466578356,4.88768765734019,2.556553124533758
Brainy Pup,3.664518430900109,4.486036289417637,1.4526960110616345,4.082691053887073,1.5288753481821213
Brainy Pup,4.906363811260829,5.0,1.71283643141575,1.6028818148870088,1.4164006736539951
Brainy Pup,5.0,2.4806539245231574,1.0,2.548841141591001,2.5517407999109203
Brainy Pup,5.0,3.536838637914601,2.5885733928839976,4.153900734255748,1.0
Brainy Pup,4.611479224816991,4.190423889925058,3.4492187212850345,2.4901933068091173,2.0344410117058414
Brainy Pup,2.5116726465870105,3.3417515876661517,3.4535087125544672,2.0177059657453205,2.0589842215895975
Brainy Pup,5.0,3.657450799142235,3.170463770996571,2.0372674347153876,1.7933887203039534
Brainy Pup,5.0,4.156972960968434,2.4134687304360645,3.224216404290793,2.714609790636618
Brainy Pup,2.950058721422522,5.0,2.663745261318928,3.42548993324023,3.1972469236452277
Brainy Pup,3.6283263027695343,3.2905589975724534,2.7114513041242954,2.2162464788755716,3.7349365758368087
Brainy Pup,4.143227906173207,3.4444532205131333,3.2043890316029766,1.7978504739239112,1.6043192882437363
Brainy Pup,5.0,3.6671395956174893,2.9066131411000518,2.470667887551629,1.0
Brainy Pup,5.0,5.0,3.0184016307834383,3.2252641172475496,2.6927227551168595
Brainy Pup,3.730669503453301,5.0,3.202328796422802,4.631856899089109,1.2669670044760106
Brainy Pup,5.0,4.775155494034783,3.5530400858523583,3.234024454353148,1.7514713819255507
Brainy Pup,5.0,4.140359869848047,1.0329302964128473,1.8828135382929974,1.814154247807253
Brainy Pup,5.0,3.9434115111001042,4.218970789793663,1.0488981359613752,2.14358793650516
Brainy Pup,3.1820207746128455,4.759712295484168,2.905541285557997,3.419609972024118,1.1361170394102338
Brainy Pup,5.0,5.0,3.5835443030118874,2.8704827531365593,2.579857285295132
Brainy Pup,4.293107432012651,4.8555556590207125,4.649480894323921,4.070610559979186,1.2703975301925905
Brainy Pup,5.0,2.7068584562413522,3.572390311175676,3.450603412862539,1.0
Brainy Pup,3.838216156087636,3.7168611032562326,2.699140252859174,1.7905230645811947,2.388978729352184
Brainy Pup,5.0,3.8057308680214805,2.244208499841637,4.048707126416564,3.6554071130882955
Brainy Pup,4.516438516153463,3.3878330828451793,3.4912076654119963,2.6419706202530135,1.8606027993367658
Brainy Pup,5.0,2.090643912492707,4.318302324852669,3.0726805243293414,1.5885068554378199
Brainy Pup,4.910765845778551,3.9624293550205185,1.2687986965550746,4.494938227453236,2.0413256322706186
Brainy Pup,5.0,4.951549770574044,1.9788375424396993,3.4734718990352285,1.7323589091012064
Brainy Pup,5.0,1.8727725796485046,2.900905699758731,2.3971793442160383,2.4322629506341555
Brainy Pup,5.0,3.2923741051779736,2.2878261358239564,2.8893346314426704,1.1033577726847918
Brainy Pup,5.0,3.630792799552554,1.0,2.625177943378194,1.0
Brainy Pup,3.3687241845390545,2.7625733617774273,3.10940847183297,4.328640828248231,2.31318447386498
Brainy Pup,4.39349661178426,4.455904195170703,2.5409096897810084,2.305399630836855,1.0
Brainy Pup,3.2481711932482806,3.610076293440555,3.158053489920132,2.90337632998511,1.5840330720526414
Brainy Pup,4.054253939303219,4.608246191684969,1.682868080053415,3.7760279138434756,1.0
Brainy Pup,4.247564762646965,2.533214809384323,2.4985978531143633,3.975312458477979,2.5156280884439566
Brainy Pup,5.0,4.522142545933936,1.8963301714696308,2.669210775672443,1.2198008708825374
Brainy Pup,5.0,2.8032113535736887,3.8936976893891106,3.8929538701087694,3.829620201716087
Brainy Pup,4.590313407370503,4.712322159580162,5.0,2.3823583230663035,1.0
Brainy Pup,3.1199899660922363,4.712712028861331,1.1168497919414162,2.627680947062077,2.437313187038961
Brainy Pup,5.0,4.425444864184172,3.222289855800854,4.278865813313393,1.047683619261203
Brainy Pup,4.3230048615414685,3.2273405547291762,3.83019181186261,3.9003985883950634,2.451225319318508
Brainy Pup,5.0,2.8219591326236193,4.667224111551136,4.523238621712258,2.7356219972457465
Brainy Pup,5.0,2.343376792322226,2.475551863737348,2.264696539318048,2.721479323757343
Brainy Pup,3.9498592603978544,4.757495149337485,4.370536143996714,3.6952029000839994,2.2837510236615013
Brainy Pup,4.012126659099251,3.1531490338746355,4.249618905296667,3.7793490039053323,1.9609804806224558
Brainy Pup,4.582090454234109,1.9741921268886231,1.9291475813155612,4.911419087139723,1.0
Brainy Pup,5.0,5.0,1.7450773319977075,3.1847104747810833,2.937915537510655
Brainy Pup,5.0,5.0,1.3314007411218047,4.058728529883879,1.8271982626035357
Brainy Pup,5.0,4.441307151699246,2.2668438028900035,3.22899639245934,1.0
Brainy Pup,5.0,4.298158465990525,3.6386601686431024,4.05811832508715,2.367619840209711
Brainy Pup,5.0,3.118931663338708,2.287779236350949,4.186734620177331,3.4363354057059787
Brainy Pup,4.761889563687946,4.046002747253274,2.0953856250062337,4.172756845267445,2.665416823691779
Brainy Pup,5.0,3.121676922820261,2.6219921009817826,3.2314459225255723,2.6464895377257704
Brainy Pup,4.784332362452368,3.1270389095462994,3.881407528923571,3.7211353625455814,1.083725899436275
Brainy Pup,5.0,5.0,3.1342964972477927,3.0795978623760365,2.5540577711159074
Brainy Pup,4.138296929743742,4.030031479164082,1.0,3.8764556455029355,1.0
Brainy Pup,5.0,3.66987990603355,2.788333018068823,2.3722660939154943,1.7119611260779237
Brainy Pup,5.0,1.5121913434649206,4.276965386088188,3.338023481101708,1.0
Brainy Pup,3.924687606950762,5.0,2.054493120057269,1.8466494894040404,3.13731454236473
Brainy Pup,5.0,3.062074423463601,3.216624975404619,1.9742473163597227,3.100821398422605
Brainy Pup,5.0,4.532006198821943,3.3616610612470166,4.761188124867374,1.9996863273882253
Brainy Pup,3.8181258745791986,4.449473912832307,5.0,1.9852405068141479,1.6385372333060144
Brainy Pup,5.0,3.946095150994261,2.017696419622685,4.121857856230471,4.320040722017259
Brainy Pup,5.0,3.0959317102639994,1.451039474946525,3.257975981221181,3.103877343316258
Brainy Pup,5.0,3.997596159081146,2.410728348210694,1.9078363672819103,2.834751326324882
Brainy Pup,5.0,2.454270213309267,4.589838978180683,3.5740712208940013,3.3995946451457932
Brainy Pup,3.6578722515148847,2.6341758445845613,2.851030690232703,3.502784426895194,3.796360822926964
Brainy Pup,5.0,3.7573187231879666,1.9736307923341079,4.23000057271915,1.035294574249285
Brainy Pup,5.0,3.715615350393491,4.590582072617851,3.6789312900592783,1.8630045105575417
Brainy Pup,4.480603628173873,3.65909212265392,3.4283166923752377,3.0771564962177167,1.4061885919312949
Brainy Pup,4.834368589682367,4.07857702971915,1.0,3.4581681147886987,1.0202787752831932
Brainy Pup,3.846667596794255,2.3126556528892896,1.2061075021321097,1.6445524968877108,1.2909790423695096
Brainy Pup,5.0,3.474120324104796,3.1777501062680313,3.400481386506329,2.1310651862158485
Brainy Pup,4.922556539274006,2.8047062364007553,4.450927548279212,4.8071966436378855,1.0
Brainy Pup,3.9759714091136207,3.720189657622994,2.0354622050898086,3.5059655534558654,1.271727797593387
Brainy Pup,5.0,5.0,3.212574030632215,4.026986263319732,3.105900424357309
Brainy Pup,4.436052511941757,3.183782755458035,3.0781430629696476,3.8616361244979442,2.1390603986534176
Brainy Pup,3.423003517809003,3.1971755560491575,2.926027136405622,2.92433439567417,3.9725421767898084
Brainy Pup,3.614012057601002,4.5055892418358745,4.48911310832829,5.0,1.5956025768160387
Brainy Pup,5.0,4.569760357198647,3.195481731553291,2.901154798760694,2.435975389500046
Brainy Pup,2.4677539147803147,4.682069490062632,3.1261779036619672,2.7775251032217345,4.046862195719558
Brainy Pup,4.325065981209447,3.5969240109349694,4.991553302204734,2.167938695150143,1.449884717063461
Brainy Pup,4.85297457656915,4.840734482129549,3.207802507353313,1.7073746528477374,1.4678314368728105
Brainy Pup,4.392645566787788,3.9227789547769545,3.4258436586298293,3.418205755887972,1.0
Brainy Pup,5.0,4.252568845996623,4.384532047593906,3.444198327290672,3.1013229577357624
Brainy Pup,5.0,5.0,3.5222506360177785,2.902084753557096,4.272434720446881
Brainy Pup,5.0,4.573744421004413,1.723695583461664,1.7116923825364623,2.2927154821418534
Brainy Pup,5.0,3.385877434991684,3.14098269961206,4.588626928043595,2.6954024745502987
Brainy Pup,3.858991490247262,3.8884911728570564,2.1950335191474393,2.612300083591439,1.5863843343703572
Brainy Pup,4.522354417395995,2.744864628026605,2.87234531848181,2.4393923631526904,1.0
Brainy Pup,5.0,5.0,2.623699275075004,3.0188190497405984,1.0
Brainy Pup,5.0,5.0,3.1566937282465246,4.023530644185344,2.175286778933924
Brainy Pup,3.6632745611240694,3.5881766310363425,3.131927966771957,2.545452281256556,1.781346722564964
Brainy Pup,4.908600442490885,3.919121502134538,3.052258490497483,1.939394933603399,1.2829838508720637
Brainy Pup,3.7154157343000307,4.9778155496862,1.0,4.153590343316926,3.386349397262844
Brainy Pup,4.6978194130173785,1.3968629121727014,2.6386894380327095,2.935815838711181,1.0
Brainy Pup,4.484781606191757,5.0,3.664927162301741,2.0754358856219004,1.0
Brainy Pup,4.672982682390229,3.7865432206495617,3.4961991873633163,2.464683287432341,2.5114995753618614
Brainy Pup,5.0,4.815501022444263,2.9519114926692276,2.8168495289467055,1.6433268658201288
Brainy Pup,5.0,3.3726865540486974,3.0452227089999826,3.0511979018810855,1.498215807188468
Brainy Pup,3.627534452115899,4.322974503617669,2.9389960281446164,3.50024046943657,1.4663996935608332
Brainy Pup,5.0,3.1232262187881554,4.712040284017893,1.2523634901717384,2.4347700645568913
Brainy Pup,5.0,3.2044429320591177,3.4243939378610126,4.279518669760159,1.0
Brainy Pup,5.0,1.5067291796699225,2.0343351964767917,4.629166364900945,1.418217966607946
Brainy Pup,3.8261200355910274,3.802062271015318,5.0,1.1683177527939739,1.0
Brainy Pup,5.0,5.0,2.8965687757097163,1.7609472974733575,4.095843501809159
Brainy Pup,5.0,4.678946987762233,2.18759765106258,2.9509706591619635,1.8396399189551698
Brainy Pup,5.0,5.0,3.879417041137403,1.9226239230152418,3.3764964500195376
Brainy Pup,5.0,4.687065795858916,4.466540859278603,1.8884197504864488,1.964174421293537
Brainy Pup,4.468545448640785,2.432140574634544,3.34670997760492,5.0,1.0
Brainy Pup,4.967719388950529,4.640542935074773,3.123078201656181,2.8868719474842597,1.0
Brainy Pup,5.0,3.2432360229840738,1.0,4.194592220513731,2.9583858198420425
Brainy Pup,5.0,4.229074688205703,4.074318012715562,3.2243396567780827,2.9040175547613143
Brainy Pup,4.7025177991261495,5.0,3.320785725932684,3.194051943605874,1.0
Brainy Pup,5.0,3.168045082505549,2.361717273471506,2.1846243716838787,1.0
Brainy Pup,5.0,5.0,4.920367502144261,1.777104980444436,2.0712537499108925
Brainy Pup,3.7064923747959044,3.304305122802936,2.081873016583425,4.239584006441562,1.6037703218982402
Brainy Pup,5.0,4.604120889588518,5.0,1.520555776860276,3.259233239786799
Brainy Pup,5.0,3.0266211619729653,4.00713333647316,3.336144963026229,1.7725237400465923
Brainy Pup,4.176064513028,3.280890548550814,5.0,3.0006828189574826,2.782130001531459
Brainy Pup,4.209100618332447,3.220147053778361,4.081984809249942,1.6504237884484678,1.5847862320947286
Brainy Pup,5.0,4.111372601840053,2.8209067149838436,3.3958197810959234,2.6928557558178117
Brainy Pup,5.0,3.0141961913321733,2.7158449020712028,4.194762861876938,2.8946471875738724
Brainy Pup,3.627140548518936,4.351479900352202,1.0217747506251897,3.0469349020603698,3.897767016745977
Brainy Pup,4.052107282731014,3.165676954508418,3.7640297815728596,1.457198484790354,1.367244970114961
Brainy Pup,5.0,3.3657141523105967,2.7640300127890285,3.7441857103150347,2.4215460835365614
Brainy Pup,5.0,3.660877720729961,3.3700611152689555,2.876267319900243,2.457805609925785
Brainy Pup,4.503067974882022,3.8174310256204587,2.0100422074479862,2.964992389993764,1.1889991363711552
Brainy Pup,3.885953549838007,4.258661147855388,3.2127397758576604,3.7828737349485726,1.568874430424901
Brainy Pup,5.0,4.550797572273663,3.4447738078315946,2.174346317197858,2.149363482271189
Brainy Pup,5.0,4.007178466907942,1.0,3.16048962397348,4.212531039397243
Brainy Pup,4.6399607312430176,3.271922902144679,3.373348559711398,3.3123782104665715,3.1927351654164147
Brainy Pup,3.742131844091112,4.731380252574993,3.5904220612514637,2.857853463059454,2.3386873179216896
Brainy Pup,5.0,4.87231538002845,1.8569806879262714,3.8201581867554846,1.9353113949674823
Brainy Pup,5.0,4.073196991001694,2.8497570112017407,4.191707497107065,1.916282040150788
Brainy Pup,3.8804538716168313,3.606470144030271,3.1786947168104756,4.22921478429705,2.6030946849488337
Brainy Pup,4.149464721252956,5.0,3.2647753109779796,4.275390737999015,1.8482855664227709
Brainy Pup,5.0,4.839468504518405,4.218194711754256,4.057368305378225,2.872197000072978
Brainy Pup,4.684913268805891,3.428253958043938,3.332607510324198,3.933128072341069,1.777279299223393
Brainy Pup,5.0,5.0,2.08367908092658,2.16307929620372,1.8596249410946637
Brainy Pup,5.0,3.475432986232949,4.352202678867144,3.424066861518451,2.0394470482407394
Brainy Pup,3.5640904761314727,2.6841841835724933,3.2810092502818065,1.0,3.012637409644072
Brainy Pup,4.84184615562768,5.0,5.0,2.818550930752483,1.893662997468685
Brainy Pup,5.0,5.0,1.3619709425639832,1.2136245346453134,1.3779651944456186
Brainy Pup,5.0,4.496873590507597,4.06977145498385,1.8003024716346918,1.0
Brainy Pup,5.0,3.1718037270347654,1.0,3.1450637459593818,2.7931756882186773
Brainy Pup,4.877942867878723,3.5421516138175106,2.8406377678540933,2.6294172375992173,1.0
Brainy Pup,4.285319323009568,4.521279905013815,3.3216785413765,3.1680598059668204,1.0048515181466207
Brainy Pup,4.818496837864333,1.8229349535571453,3.1784766638853896,4.428857707813568,1.0
Brainy Pup,4.414072326682245,4.32910677871013,4.252842634427484,2.5517753836998507,1.3077496707341036
Brainy Pup,3.031076857583917,4.103438129308106,5.0,3.277358461964676,1.9777210208162868
Brainy Pup,5.0,3.988907996051398,2.1869856277398703,3.8232799156777055,2.2257615231117542
Brainy Pup,5.0,3.02463397272175,4.303507931934759,3.66470274533311,1.447079162632698
Brainy Pup,5.0,3.502429161614793,2.217996507488963,2.240296882519713,1.0
Brainy Pup,5.0,2.16885512166165,1.7715561687342374,1.0,1.913930307209107
Brainy Pup,4.849679539728128,3.673303786813636,1.9574223053294237,1.82776624656336,2.4643698635465743
Brainy Pup,4.449448068291512,4.3163583215361445,2.1147513138757774,3.1810627427710823,3.3032780373160637
Brainy Pup,5.0,3.5875861817835197,3.2571989703559274,2.759334825469787,2.007880184694728
Brainy Pup,4.674388947851496,3.8356647941146087,3.2120933530741755,2.0066413004180492,1.0
Brainy Pup,3.6114574461687887,2.39972889549629,1.7827173077795206,3.1594625068041293,1.107212484508116
Brainy Pup,5.0,4.034713748752562,1.0314957865619463,3.65497558422169,2.81079864559171
Brainy Pup,4.006137325165147,4.420191542894992,2.143501762590801,3.0976703767483356,1.0
Brainy Pup,3.206893547465423,3.6171828103870314,2.876271053725164,2.602320306385396,1.0
Brainy Pup,4.600100937868863,4.269294752580734,2.955106969877463,3.182501030599213,1.329884799545767
Brainy Pup,5.0,2.823826663445219,3.4875602970867186,4.181891092959962,2.4809080927488956
Brainy Pup,4.7974757729351705,3.471702953337021,4.036087651046256,1.577025074738327,1.0298757396203564
Brainy Pup,4.6024422345082785,5.0,3.379767636040896,2.0319542414897547,1.6896922946150963
Brainy Pup,4.385676855903705,3.290211007766465,3.978889558556779,1.6282568707364946,3.6087808557343735
Brainy Pup,5.0,5.0,2.537060487974742,2.8500592809208904,1.0
Brainy Pup,4.475337592933197,4.493654847643151,4.296063061781396,1.8928431831975483,1.6344940630147342
Brainy Pup,4.848700779767477,2.604210797807515,3.5913492417584,2.276009668257391,1.804609648822976
Brainy Pup,4.548050628088122,3.2106614942803255,2.9929550145194455,2.7843904214319775,1.6281421177213344
Brainy Pup,4.271538378319657,4.319524670782956,4.653617268492285,3.1398872328391274,2.996118214911129
Brainy Pup,3.6097780748465373,4.157761439293769,1.9026316810289334,1.5230750724680986,1.260628592540964
Brainy Pup,5.0,4.950015828669645,3.2430047220544,1.4672994401100692,1.8037193486120633
Brainy Pup,5.0,4.175536229578598,1.1562064165192543,2.1096821519801283,1.9359222358512833
Brainy Pup,5.0,1.8038721789000536,2.8378760245201415,3.1430487698789524,2.8496119885162132
Brainy Pup,5.0,4.582571318808805,2.200059493298066,1.0919978628766924,1.606947242938599
Brainy Pup,5.0,5.0,3.7105491022977852,3.429340822801734,2.3796396483859654
Brainy Pup,4.443881253239219,3.86993970644638,4.669069525826331,2.0574419942081237,3.6147787907098516
Brainy Pup,4.677971845507941,5.0,1.5931849905024618,3.585904201164649,1.263229864052378
Brainy Pup,3.5847328080758123,4.218534042410946,4.0094717885959685,2.155058561406504,1.0
Brainy Pup,4.908155235665045,3.912564671222819,3.5483196275544993,3.9495945713644884,1.9405848187275059
Brainy Pup,5.0,4.224234744535292,2.6535734939931004,1.388432640897172,1.7373404796838323
Brainy Pup,4.663613054588864,4.96030479628147,3.462483624066854,1.8206308783673828,2.1722543864110375
Brainy Pup,5.0,5.0,3.8875039674140592,3.760846654311478,2.0600859946151635
Brainy Pup,5.0,5.0,1.6672226025203503,2.650560672783044,1.227431251243759
Brainy Pup,5.0,5.0,2.403025713278926,1.0,1.5877792549755299
Brainy Pup,5.0,4.537629902949879,3.4281862478105762,2.72000669812552,1.0
Brainy Pup,5.0,3.165718189965375,5.0,3.570507208354516,1.4193516974460492
Brainy Pup,4.388614752611372,3.907055793386412,2.76049807797825,4.116833775529955,2.1864161697440463
Brainy Pup,4.268368261091472,5.0,3.0493083315202227,3.768839675968897,1.3917734925552407
Brainy Pup,5.0,4.311109991143195,1.1103507079038468,5.0,3.290644460922547
Brainy Pup,4.602804683854012,2.8977302595441445,3.347561613803552,3.0866976994143966,2.3556689485632294
Brainy Pup,5.0,4.506240989305926,4.447305699391807,3.5681032051286463,1.0
Brainy Pup,5.0,5.0,5.0,1.876505966760402,2.242882013150275
Brainy Pup,2.9179012968110123,4.5531491563792095,2.4517997018332274,4.9234457948249535,1.225385029981418
Brainy Pup,3.3108169620327383,3.5287362592974802,1.0245122287828625,3.75109945450731,1.0
Brainy Pup,5.0,1.9221881801438032,2.679702195463358,4.643378155804534,2.360647891435795
Independent Thinker,2.136506395035066,1.968796511060916,1.0180168720444467,1.4726303458434056,1.0
Independent Thinker,3.5925672738473304,1.0,1.0,1.0,2.6333268260712384
Independent Thinker,3.022630852676869,1.0,1.0,1.1986800095474068,1.9209326581354436
Independent Thinker,2.420875890364253,1.5191662104880206,1.696167997159289,1.0,1.9119087559709267
Independent Thinker,5.0,1.0,1.0,1.7835896647986067,1.3213569387058965
Independent Thinker,2.68176247225738,1.2188436218688858,1.0,2.598538112096341,2.802128458618119
Independent Thinker,3.862223511886977,1.0,1.0,1.0,1.1906191789172458
Independent Thinker,3.9567031863856585,2.516946515748371,1.0,1.0,1.311114457424594
Independent Thinker,3.204758882401784,2.765878279480615,1.0,1.2996476878373482,2.9324348709546673
Independent Thinker,2.5848997110366305,2.700700612120584,3.814654444472553,1.0,2.393307050005324
Independent Thinker,2.2619429163386084,2.1812511626020505,1.4602716249823038,1.194842340270138,1.0
Independent Thinker,3.206361771325451,3.462195938717637,1.4486357645145274,1.961987189071841,1.7629880299873724
Independent Thinker,3.7499002394237104,2.279267838216526,1.0,1.3185210047988745,1.0083033365596896
Independent Thinker,2.367119725115208,2.189328307292374,1.297244273380124,1.0,3.053985771182876
Independent Thinker,3.572006278300473,1.2952715643891162,1.0,1.0,1.5540562861388398
Independent Thinker,3.113140457053023,1.6368833388444335,1.0,1.0,1.6943808889316871
Independent Thinker,3.633661024774059,1.3018003253889503,2.678674673372566,1.0,3.311167497802624
Independent Thinker,2.775681029121895,2.8595848723435564,1.079801484058733,2.139555536025469,1.6126380354471888
Independent Thinker,1.9013795748221878,3.420504287271063,1.0,1.221558473624211,3.234751914044795
Independent Thinker,1.968044757905565,2.5954908976392574,1.0,1.0,2.072278965384289
Independent Thinker,1.499778138553064,1.2211629571795652,2.351072892413139,1.8861911885847955,1.9373604226727652
Independent Thinker,3.243123458512893,1.7057574943635423,2.356583385827982,1.0,2.231842092134848
Independent Thinker,4.146030144142065,1.2226285151540934,2.558789184496894,1.0,3.6296421311127984
Independent Thinker,2.6273244160480256,1.7573012521747182,1.0,1.0,1.0
Independent Thinker,2.392353654626527,1.8626890342111204,1.9577916144729057,1.2076033514006257,2.307676653401114
Independent Thinker,1.9044806111544377,1.1192459103972698,2.7987250183513117,1.0,3.6562082520572954
Independent Thinker,2.7569388011191336,2.002287936143504,2.0703651602299296,2.2718924219386567,1.8891874397209125
Independent Thinker,2.6117569464784616,1.9440795514777869,1.3379575282321183,1.8913036868697555,2.0042298589941514
Independent Thinker,3.6188862980231535,3.638359732270941,1.3813096122647845,1.3116528560047782,1.0
Independent Thinker,1.0,2.388375729230168,1.0,1.0,2.2435302041863445
Independent Thinker,2.939596270803092,3.1277802506338985,1.086110868258978,1.0,2.990166238959289
Independent Thinker,2.7828689250537977,2.5265366836723073,1.0,1.0,2.0841682301856963
Independent Thinker,3.0128286435436853,2.479827035366833,1.0,1.0,1.5672261164116112
Independent Thinker,3.793818467143816,1.7026239207568936,1.0,1.986376505905937,1.2880267727410772
Independent Thinker,1.4571967817571003,1.8393688804745056,1.0,1.0,1.8246215441013092
Independent Thinker,3.491505647246784,1.9907114384321842,1.3069810726862379,2.813407698515423,1.6571211384424358
Independent Thinker,3.2783486346446695,1.4907866374008654,1.0,1.0,1.5212414284783113
Independent Thinker,3.359475797547126,4.349075786700757,1.0,1.0,1.9368769868887517
Independent Thinker,3.395798848709747,2.2635508119547847,2.2840957939481177,1.0,1.0
Independent Thinker,2.5041218279898505,3.0973001875437087,1.0,1.0,2.571179406219209
Independent Thinker,3.2436572237027144,1.0,1.0,1.0,2.11053531747394
Independent Thinker,2.373684723816993,2.49406391897552,1.0,1.0,1.0
Independent Thinker,2.743659321627508,1.4619522415098616,1.7978437798957665,1.0,2.045491476330752
Independent Thinker,3.5583364232117054,3.8566474365619547,1.0,1.324458604352517,1.0
Independent Thinker,1.0,2.8447743757817,1.0,2.178512689798423,1.0
Independent Thinker,3.5199021395287526,3.868817840543853,1.419705608357266,1.2765815055910488,2.00855608082435
Independent Thinker,1.4291185428740878,3.355572935710348,1.0,1.504483256383017,1.0
Independent Thinker,1.8205403354922196,3.4350873992222355,1.0,2.4532754760425446,1.9217693409414822
Independent Thinker,1.1581022270421426,2.8920675997317207,1.0,1.6986888135170435,2.025210867540082
Independent Thinker,1.4568817720571299,2.164294765370569,3.196223142152799,1.4929864585144592,1.9424822469945369
Independent Thinker,4.075343401956898,2.2106684652031108,1.2095342302627943,1.0,2.2338480257895985
Independent Thinker,4.035443416416944,1.1639378478999751,2.424495821246948,1.0,1.1122304884614593
Independent Thinker,3.9976320769202447,1.7132057642617307,1.759514887486108,1.0,1.9401738564700963
Independent Thinker,3.4935602043342917,2.290897057590006,1.0,1.0,2.9294099847908157
Independent Thinker,2.867863411098453,1.4762686972285781,1.0,1.0,1.0
Independent Thinker,2.898719281298467,1.401562419418953,1.0,1.0,2.363970630852738
Independent Thinker,5.0,1.0,2.159381043300522,1.973101561015072,1.2209072606232994
Independent Thinker,3.203235954586031,1.5423667506623848,1.185688580418739,2.5091310134045504,2.605606232631313
Independent Thinker,3.508608373233442,1.5696906800453576,1.0,1.0,3.206608154863915
Independent Thinker,1.4728321434103524,1.0,1.1262677362340683,1.0,1.2074765528847875
Independent Thinker,2.576401418271823,1.0,1.0,1.7034279167873088,1.0
Independent Thinker,1.4021278655051623,1.3699750204661056,1.7319555025098459,1.0,1.5354189218843814
Independent Thinker,3.0443587975156072,1.0,1.4947056537750327,1.3834350314036443,1.5906915259042789
Independent Thinker,4.005924511796417,1.0,2.1279089932535693,1.1544936655952511,1.6634474101218266
Independent Thinker,2.9801263646316882,1.8927352341890582,2.220282896417717,1.0,1.2374807608534018
Independent Thinker,4.03630289207248,1.4044650648161408,1.9005330773315916,2.6994359830087093,1.5982049730583663
Independent Thinker,3.6813623265753055,1.0,1.7547332980678092,1.199423985986767,2.473038282160215
Independent Thinker,2.354427927964605,1.0,1.5032520647495047,1.0,1.6826495077574652
Independent Thinker,3.94118186641997,2.1918977358730363,2.948342644789813,2.0251091525817735,1.3461016116744235
Independent Thinker,3.0273133798514387,1.9526292974555641,1.0,1.0,1.4392390930201397
Independent Thinker,1.0,2.047493468251643,1.0,1.0,2.404212865277332
Independent Thinker,3.715872744690959,2.227034478864889,1.0,1.5914421517518549,2.680220360476691
Independent Thinker,3.307403569719688,1.175387749565239,1.2766007655111806,2.1954806508254787,1.4033709413882698
Independent Thinker,5.0,1.4743690660146156,1.0324070133401362,1.0,2.223270835920261
Independent Thinker,1.2577783073647248,1.4539582011832788,1.0,1.135338347892291,2.9944473755089076
Independent Thinker,3.6460061871145513,1.0,3.0420696529278803,1.2952799406208684,1.2235008595069998
Independent Thinker,3.1571279189909407,2.176189822502692,1.0,1.1979166673420756,1.3925277123796929
Independent Thinker,2.595638007309977,1.3137208642449156,1.0,1.1458364702153838,2.585299436516338
